Timestamp,Open,High,Low,Close,Volume,Funding Rate,Position,Trading PnL,Funding PnL,Total PnL,Equity
2025-07-24T18:00:00+00:00,119198,119494,118981,119121,905.83767,,0.0,0,0,0,10000
2025-07-24T19:00:00+00:00,119122,119417,118978,119027,511.93912,,0.0,0,0,0,10000
2025-07-24T20:00:00+00:00,119026,119069,118805,118806,565.51138,,0.0,0,0,0,10000
2025-07-24T21:00:00+00:00,118806,118878,118570,118614,457.9157,,0.0,0,0,0,10000
2025-07-24T22:00:00+00:00,118614,118711,118233,118349,730.18597,,0.0,0,0,0,10000
2025-07-24T23:00:00+00:00,118349,118525,118220,118378,917.11456,,0.0,0,0,0,10000
2025-07-25T00:00:00+00:00,118379,118530,117677,117733,1647.73381,,0.0,0,0,0,10000
2025-07-25T01:00:00+00:00,117733,117848,117300,117456,1966.36261,,0.0,0,0,0,10000
2025-07-25T02:00:00+00:00,117456,117474,116400,116410,5167.14861,,0.0,0,0,0,10000
2025-07-25T03:00:00+00:00,116410,116498,115400,115541,7885.43797,,0.0,0,0,0,10000
2025-07-25T04:00:00+00:00,115540,116267,115233,116214,4596.71283,,0.0,0,0,0,10000
2025-07-25T05:00:00+00:00,116214,116214,115396,115629,2879.99465,,0.0,0,0,0,10000
2025-07-25T06:00:00+00:00,115630,115634,115315,115436,713.47658,,0.0,0,0,0,10000
2025-07-25T07:00:00+00:00,115435,116096,114860,115473,4586.57718,,0.0,0,0,0,10000
2025-07-25T08:00:00+00:00,115474,116163,115172,115340,3474.26592,,0.0,0,0,0,10000
2025-07-25T09:00:00+00:00,115341,116150,115086,116129,3502.85209,,0.0,0,0,0,10000
2025-07-25T10:00:00+00:00,116129,116596,116080,116381,1564.2487,,0.0,0,0,0,10000
2025-07-25T11:00:00+00:00,116381,116823,116381,116599,1393.24124,,0.0,0,0,0,10000
2025-07-25T12:00:00+00:00,116600,116710,116002,116167,1516.52327,,0.0,0,0,0,10000
2025-07-25T13:00:00+00:00,116168,116680,115637,116320,2137.2579,,0.0,0,0,0,10000
2025-07-25T14:00:00+00:00,116320,116387,115008,115050,2338.79222,,0.0,0,0,0,10000
2025-07-25T15:00:00+00:00,115050,115957,115007,115818,1402.63249,,0.0,0,0,0,10000
2025-07-25T16:00:00+00:00,115818,116286,115536,116266,1147.49462,,0.0,0,0,0,10000
2025-07-25T17:00:00+00:00,116266,116405,115932,116108,897.61976,,0.0,0,0,0,10000
2025-07-25T18:00:00+00:00,116109,116640,116108,116573,713.6236,,0.0,0,0,0,10000
2025-07-25T19:00:00+00:00,116573,117075,116484,116773,1030.65732,,0.0,0,0,0,10000
2025-07-25T20:00:00+00:00,116773,117400,116617,117132,1978.43976,,0.0,0,0,0,10000
2025-07-25T21:00:00+00:00,117133,117475,117050,117314,1339.35035,,0.0,0,0,0,10000
2025-07-25T22:00:00+00:00,117314,117500,117214,117383,819.68257,,0.0,0,0,0,10000
2025-07-25T23:00:00+00:00,117383,117750,117271,117726,1472.46219,,0.0,0,0,0,10000
2025-07-26T00:00:00+00:00,117727,117727,117408,117597,1851.88527,,0.0,0,0,0,10000
2025-07-26T01:00:00+00:00,117597,117650,117200,117224,1305.85835,,0.0,0,0,0,10000
2025-07-26T02:00:00+00:00,117224,117851,117223,117557,773.6063,,0.0,0,0,0,10000
2025-07-26T03:00:00+00:00,117558,117692,117545,117571,342.34921,,0.0,0,0,0,10000
2025-07-26T04:00:00+00:00,117572,117620,117480,117575,216.38382,,0.0,0,0,0,10000
2025-07-26T05:00:00+00:00,117575,117633,117497,117533,322.94952,,0.0,0,0,0,10000
2025-07-26T06:00:00+00:00,117534,117541,117410,117438,216.27311,,0.0,0,0,0,10000
2025-07-26T07:00:00+00:00,117438,117467,117407,117407,155.22821,,0.0,0,0,0,10000
2025-07-26T08:00:00+00:00,117408,117700,117407,117639,305.1611,,0.0,0,0,0,10000
